"1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"18.5","7.7","4.9","8.0","5.6","8.2","9.8","14.1","7.8","7.4","6.8","6.4","8.8","7.3","8.4","8.3","7.9","7.5","7.8","7.6","8.1","3.7","4.5","4.2","6.5","13.0"
"Fonte: IBGE - Contas Nacionais Anuais"
