"1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"854764","952089","1002351","1087710","1199092","1315755","1488787","1717950","1957751","2170585","2409450","2720263","3109803","3333039","3885847","4376382","4814760","5331619","5778953","5995787","6269328","6585479","7004141","7389131","7609597","9012142"
"Fonte: IBGE - Contas Nacionais Anuais"
